启运港,目的港,航线ID,共舱船公司,正向路径,反向路径,中间时间
青岛,明日数航船期查询欧洲地西西班牙巴塞罗纳,77a27291bc2119fcba96dc97708a5335,ZIM(ZMP),釜山新港(BUSAN NEW PORT)[2天] → 青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[4天] → 深圳大铲湾(DA CHAN BAY)[3天] → 盖梅港(CAI MEP)[32天] → 瓦伦西亚(VALENCIA),巴塞罗纳(BARCELONA)[2天] → 热那亚(GENOA)[5天] → 阿什杜德(ASHDOD)[2天] → 海法(HAIFA)[44天] → 深圳大铲湾(DA CHAN BAY)[5天] → 釜山新港(BUSAN NEW PORT),2天
青岛,明日数航船期查询欧洲地西西班牙巴塞罗纳,95ecd034ee1ffb3fc24337d54599381e,泰赢(PAX),青岛(QINGDAO)[2天] → 宁波(NINGBO)[4天] → 深圳大铲湾(DA CHAN BAY)[5天] → 巴生北(PORT KELANG N),巴塞罗纳(BARCELONA)[6天] → 科佩尔(KOPER)[41天] → 青岛(QINGDAO),26天
青岛,明日数航船期查询欧洲地西西班牙巴塞罗纳,63f446f5a8bef364d77c87ae2c4b24fe,CMA(MEX) | OOCL(WM2) | EMC(MEX1) | COSCO(AEM2),青岛(QINGDAO)[4天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[4天] → 厦门(XIAMEN)[2天] → 广州南沙(NANSHA)[1天] → 深圳蛇口(SHEKOU)[4天] → 盖梅港(CAI MEP),新加坡(SINGAPORE)[30天] → 瓦伦西亚(VALENCIA)[3天] → 巴塞罗纳(BARCELONA)[3天] → 福斯(FOS SUR MER)[4天] → 马尔萨什洛克(MARSAXLOKK)[34天] → 巴生西(PORT KELANG W)[10天] → 青岛(QINGDAO),3天
青岛,明日数航船期查询欧洲地西西班牙瓦伦西亚,f12723708b6de7ebf68e73c2e5b8d73e,EMC(MD2) | CMA(NEWMEX2S) | COSCO(AEM1) | OOCL(WM1),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[3天] → 高雄(KAOHSIUNG)[2天] → 香港(HONG KONG)[1天] → 深圳盐田(YANTIAN)[5天] → 新加坡(SINGAPORE),比雷埃夫斯(PIRAEUS)[7天] → 热那亚(GENOA)[2天] → 拉斯佩齐亚(LA SPEZIA)[2天] → 福斯(FOS SUR MER)[3天] → 瓦伦西亚(VALENCIA)[31天] → 新加坡(SINGAPORE)[8天] → 青岛(QINGDAO),30天
青岛,明日数航船期查询欧洲欧基港英国费利克斯托,56671fe1f7a0d61c58dcb184add54600,EMC(CES),天津(TIANJIN)[3天] → 宁波(NINGBO)[2天] → 上海(SHANGHAI)[6天] → 深圳盐田(YANTIAN)[5天] → 新加坡(SINGAPORE)[7天] → 科伦坡(COLOMBO),费利克斯托(FELIXSTOWE)[2天] → 安特卫普(ANTWERP)[3天] → 汉堡(HAMBURG)[4天] → 鹿特丹(ROTTERDAM)[33天] → 新加坡(SINGAPORE)[8天] → 天津(TIANJIN),25天
青岛,明日数航船期查询欧洲欧基港英国费利克斯托,3418c96203d2ab4d9b59d58203d9f987,OOCL(LL6) | EMC(CEM) | COSCO(AEU5) | CMA(FAL6),高雄(KAOHSIUNG)[5天] → 青岛(QINGDAO)[3天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[2天] → 台北(TAIPEI)[2天] → 深圳盐田(YANTIAN)[5天] → 新加坡(SINGAPORE),鹿特丹(ROTTERDAM)[4天] → 费利克斯托(FELIXSTOWE)[4天] → 汉堡(HAMBURG)[4天] → 鹿特丹(ROTTERDAM)[29天] → 科伦坡(COLOMBO)[4天] → 新加坡(SINGAPORE)[6天] → 高雄(KAOHSIUNG),28天
青岛,明日数航船期查询欧洲欧基港英国费利克斯托,372d480b03eb9f4ec003b7a999372fb0,COSCO(AEU1) | CMA(FAL5) | OOCL(LL1) | EMC(NE1),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[2天] → 厦门(XIAMEN)[2天] → 深圳盐田(YANTIAN)[5天] → 新加坡(SINGAPORE)[31天] → 费利克斯托(FELIXSTOWE),泽布吕赫(ZEEBRUGGE)[7天] → 格丹斯克(GDANSK)[6天] → 威廉港(WILHELMSHAVEN)[34天] → 新加坡(SINGAPORE)[5天] → 深圳盐田(YANTIAN)[5天] → 青岛(QINGDAO),3天
青岛,明日数航船期查询非洲西非加纳特马,2cc88b764dce9c402b851f45c9962332,ZIM(FA2) | ONE(SW2) | OOCL(WAF3) | COSCO(WAX3),上海(SHANGHAI)[3天] → 青岛(QINGDAO)[2天] → 宁波(NINGBO)[3天] → 厦门(XIAMEN)[2天] → 广州南沙(NANSHA)[6天] → 新加坡(SINGAPORE)[24天] → 阿比让(ABIDJAN),特马(TEMA)[3天] → 拉各斯--阿帕帕(LAGOS--APAPA)[4天] → 拉各斯--莱基(LAGOS--LEKKI)[2天] → 科托努(COTONOU)[3天] → 阿比让(ABIDJAN)[22天] → 新加坡(SINGAPORE)[8天] → 上海(SHANGHAI),2天
青岛,明日数航船期查询非洲西非加纳特马,22da0f43e2ff38298b9d28d7d3ed0744,PIL(SWS),青岛(QINGDAO)[3天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[6天] → 新加坡(SINGAPORE)[23天] → 特马(TEMA),洛美(LOME)[2天] → 拉各斯--阿帕帕(LAGOS--APAPA)[4天] → 奥纳(ONNE)[7天] → 阿比让(ABIDJAN)[23天] → 新加坡(SINGAPORE)[9天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询东南亚中国香港中国香港,fe79b6d52a6a40759d7055aa8ad95113,CNC(KCMCNC) | TSL(KCM) | SITC(KCM) | KMTC(KCM),釜山新港(BUSAN NEW PORT)[2天] → 仁川(INCHON)[2天] → 青岛(QINGDAO)[2天] → 上海(SHANGHAI)[4天] → 香港(HONG KONG)[5天] → 巴生西(PORT KELANG W),巴生北(PORT KELANG N)[2天] → 巴西古单(PASIR GUDANG)[5天] → 香港(HONG KONG)[1天] → 深圳蛇口(SHEKOU)[4天] → 釜山新港(BUSAN NEW PORT),1天
青岛,明日数航船期查询东南亚中国香港中国香港,25d32df348b6ebfb776c3c5ca055ab10,YML(CHX) | OOCL(CHL) | RCL(RNV) | KMTC(CT2) | 天敬海运(RNV) | COSCO(CHL),大连(DALIAN)[1天] → 天津(TIANJIN)[2天] → 青岛(QINGDAO)[4天] → 香港(HONG KONG)[1天] → 深圳蛇口(SHEKOU),胡志明卡莱港(HOCHIMINH--CAT LAI)[3天] → 香港(HONG KONG)[1天] → 深圳蛇口(SHEKOU)[4天] → 仁川(INCHON)[2天] → 大连(DALIAN),3天
青岛,明日数航船期查询东南亚中国香港中国香港,1972c79810b65c9e82e2bec7255d180d,EMC(NCS),仁川(INCHON)[1天] → 青岛(QINGDAO)[2天] → 宁波(NINGBO)[3天] → 江阴(JIANGYIN)[2天] → 香港(HONG KONG)[0天] → 深圳盐田(YANTIAN)[5天] → 巴西古单(PASIR GUDANG),巴生北(PORT KELANG N)[1天] → 巴生西(PORT KELANG W)[1天] → 槟城(PENANG)[2天] → 关丹(KUANTAN)[5天] → 香港(HONG KONG)[1天] → 高雄(KAOHSIUNG)[4天] → 仁川(INCHON),1天
青岛,明日数航船期查询东南亚中国香港中国香港,22e24ac52e0d528fffd24339d4dfe08b,EMC(KTP),大连(DALIAN)[1天] → 天津(TIANJIN)[2天] → 青岛(QINGDAO)[4天] → 香港(HONG KONG)[1天] → 深圳蛇口(SHEKOU)[1天] → 高雄(KAOHSIUNG),马尼拉北(MANILA N)[5天] → 林查班(LAEM CHABANG)[4天] → 香港(HONG KONG)[2天] → 台北(TAIPEI)[6天] → 大连(DALIAN),2天
青岛,明日数航船期查询东南亚中国香港中国香港,f8d4003f16e964b0b31ac93217721723,CNC(NCXCNC) | 外运集运(NCX),天津(TIANJIN)[1天] → 大连(DALIAN)[2天] → 青岛(QINGDAO)[1天] → 连云港(LIANYUNGANG)[4天] → 香港(HONG KONG),深圳蛇口(SHEKOU)[3天] → 胡志明卡莱港(HOCHIMINH--CAT LAI)[3天] → 香港(HONG KONG)[6天] → 天津(TIANJIN),1天
青岛,明日数航船期查询东南亚中国香港中国香港,770baa3cde1926da5524586b2fe9ac77,IAL(CV1) | COSCO(CV1) | WHL(CV1),大连(DALIAN)[1天] → 青岛(QINGDAO)[2天] → 上海(SHANGHAI)[4天] → 香港(HONG KONG)[1天] → 深圳蛇口(SHEKOU),岘港(DANANG)[2天] → 胡志明卡莱港(HOCHIMINH--CAT LAI)[4天] → 香港(HONG KONG)[5天] → 大连(DALIAN),2天
青岛,明日数航船期查询东南亚中国香港中国香港,03ec2aad9cb45b44957dfecd49da5d88,WHL(CT1) | 外运集运(CTS1) | 神原汽船(RNT) | YML(NCT) | EMC(NCT) | OOCL(CHL4) | RCL(RNT) | COSCO(NCT) | CNC(CT1CNC),天津(TIANJIN)[1天] → 大连(DALIAN)[2天] → 青岛(QINGDAO)[4天] → 香港(HONG KONG)[1天] → 深圳蛇口(SHEKOU),林查班(LAEM CHABANG)[6天] → 香港(HONG KONG)[2天] → 厦门(XIAMEN)[4天] → 仁川(INCHON)[3天] → 天津(TIANJIN),5天
青岛,明日数航船期查询东南亚中国香港中国香港,edb8a539bc7c792ffa2fb52e8c6fee0d,山东远洋(PH5) | MAERSK(PHI5),天津(TIANJIN)[2天] → 青岛(QINGDAO)[2天] → 连云港(LIANYUNGANG)[5天] → 香港(HONG KONG)[1天] → 广州南沙(NANSHA),林查班(LAEM CHABANG)[7天] → 广州南沙(NANSHA)[2天] → 厦门(XIAMEN)[5天] → 天津(TIANJIN),4天
青岛,明日数航船期查询东南亚中国香港中国香港,8f7dd7048a6e4ddc489aa669790ebdb7,OOCL(HHX2) | CNC(HHX2CNC) | 亚海航运(HHX2),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[4天] → 香港(HONG KONG),海防(HAIPHONG)[2天] → 岘港(DANANG)[4天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询东南亚中国香港中国香港,a4849ec32406c05c3ebfa24de67f1f60,SITC(CKV2),仁川(INCHON)[2天] → 青岛(QINGDAO)[3天] → 威海(WEIHAI)[2天] → 香港(HONG KONG)[3天] → 胡志明卡莱港(HOCHIMINH--CAT LAI)[3天] → 西哈努克(SIHANOUKVILLE),林查班(LAEM CHABANG)[5天] → 海防(HAIPHONG)[2天] → 钦州(QINZHOU)[3天] → 厦门(XIAMEN)[3天] → 仁川(INCHON),2天
青岛,明日数航船期查询东南亚中国香港中国香港,7f91d2264f9cf60ebebc8e44d08d7bdc,TSL(MBX),天津(TIANJIN)[2天] → 大连(DALIAN)[1天] → 青岛(QINGDAO)[1天] → 连云港(LIANYUNGANG)[4天] → 香港(HONG KONG)[1天] → 深圳蛇口(SHEKOU),广州南沙(NANSHA)[3天] → 马尼拉北(MANILA N)[1天] → 马尼拉南(MANILA S)[3天] → 香港(HONG KONG)[5天] → 天津(TIANJIN),0天
青岛,明日数航船期查询东南亚中国香港中国香港,3960987c1e3212b841128765d9e5ec94,EMC(HKH),大连(DALIAN)[1天] → 天津(TIANJIN)[2天] → 青岛(QINGDAO)[2天] → 群山(KUNSAN),宁波(NINGBO)[3天] → 香港(HONG KONG)[5天] → 大连(DALIAN),1天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,2330699e6e982db4d6f151e95ce4121e,MSC(PERTIWI),釜山新港(BUSAN NEW PORT)[5天] → 大连(DALIAN)[2天] → 天津(TIANJIN)[3天] → 青岛(QINGDAO)[5天] → 深圳蛇口(SHEKOU)[5天] → 新加坡(SINGAPORE)[2天] → 雅加达(JAKARTA),潘江(PANJANG)[2天] → 雅加达(JAKARTA)[3天] → 新加坡(SINGAPORE)[6天] → 香港(HONG KONG)[1天] → 广州南沙(NANSHA)[6天] → 釜山新港(BUSAN NEW PORT),2天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,f2521a1260fe2d3d4bfab54677ad33b9,MERATUS(CIDX),厦门(XIAMEN)[4天] → 青岛(QINGDAO)[2天] → 上海(SHANGHAI)[13天] → 雅加达(JAKARTA),泗水(SURABAYA)[2天] → 望加锡(MAKASSAR)[33天] → 厦门(XIAMEN),2天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,beae0494448922d3ce8a6a0082a465c5,MAERSK(INTRA ASIA 8),平泽(PYEONGTAEK)[1天] → 大山(DAESAN)[1天] → 大连(DALIAN)[1天] → 天津(TIANJIN)[4天] → 青岛(QINGDAO),雅加达(JAKARTA)[3天] → 泗水(SURABAYA)[6天] → 达沃(DAVAO)[9天] → 平泽(PYEONGTAEK),10天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,aef604b3b788b5018abd51b0ccaf1d78,WHL(CS3) | YML(CIM) | EMC(CIM),大连(DALIAN)[2天] → 天津(TIANJIN)[3天] → 青岛(QINGDAO)[3天] → 宁波(NINGBO)[8天] → 泗水(SURABAYA),雅加达(JAKARTA)[4天] → 新加坡(SINGAPORE)[2天] → 巴生西(PORT KELANG W)[6天] → 高雄(KAOHSIUNG)[4天] → 大连(DALIAN),3天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,f18aab974d4d0fb9ecef3ae1754493a3,RCL(RCI03) | 南星海运(KCI) | TSL(KCI) | SITC(CMI3) | ONE(KCI),釜山(BUSAN)[2天] → 青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[10天] → 雅加达(JAKARTA),泗水(SURABAYA)[6天] → 深圳蛇口(SHEKOU)[1天] → 厦门(XIAMEN)[3天] → 釜山(BUSAN),2天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,fc8166987ffe0ed2dae756119149f9ca,COSCO(NIS1) | CNC(KCSCNC) | 亚海航运(KCS) | SITC(KCS) | OOCL(CIP2) | KMTC(KCS),天津(TIANJIN)[2天] → 大连(DALIAN)[1天] → 连云港(LIANYUNGANG)[2天] → 青岛(QINGDAO)[9天] → 新加坡(SINGAPORE),雅加达(JAKARTA)[3天] → 泗水(SURABAYA)[8天] → 马尼拉北(MANILA N)[7天] → 天津(TIANJIN),3天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,a19b7a0b5bcacb97347cb69b3089c708,PIL(NCI) | X-PRESS(NJX) | 中谷物流(NJX) | 山东远洋(NJX) | HMM(NIS),天津(TIANJIN)[3天] → 青岛(QINGDAO)[5天] → 厦门(XIAMEN)[5天] → 新加坡(SINGAPORE),雅加达(JAKARTA)[4天] → 泗水(SURABAYA)[4天] → 新加坡(SINGAPORE)[10天] → 天津(TIANJIN),4天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚雅加达,a06661bad4d155a140fde051650a113e,KMTC(CSE) | OOCL(CSE1) | COSCO(CSE),天津(TIANJIN)[1天] → 大连(DALIAN)[2天] → 青岛(QINGDAO)[2天] → 宁波(NINGBO)[4天] → 广州南沙(NANSHA),雅加达(JAKARTA)[3天] → 巴西古单(PASIR GUDANG)[2天] → 新加坡(SINGAPORE)[8天] → 天津(TIANJIN),6天
青岛,明日数航船期查询东南亚印尼/菲律宾印度尼西亚泗水,5e0990025edb36c8b79e116f816b74cf,MSC(DOLPHIN),青岛(QINGDAO)[2天] → 大连(DALIAN)[1天] → 天津(TIANJIN)[5天] → 高雄(KAOHSIUNG)[1天] → 广州南沙(NANSHA)[6天] → 巴生西(PORT KELANG W)[2天] → 新加坡(SINGAPORE),三宝垄(SEMARANG)[2天] → 泗水(SURABAYA)[3天] → 新加坡(SINGAPORE)[10天] → 海防(HAIPHONG)[6天] → 釜山新港(BUSAN NEW PORT)[5天] → 青岛(QINGDAO),6天
青岛,明日数航船期查询中东印巴红海印巴印度清奈,ace029aae671456270cc772ab586d2fc,IAL(CI5) | KMTC(FME2) | BTL(CCS) | WHL(CI5) | MTT(CCS),青岛(QINGDAO)[2天] → 釜山(BUSAN)[3天] → 上海(SHANGHAI)[4天] → 深圳蛇口(SHEKOU)[6天] → 新加坡(SINGAPORE)[2天] → 巴生西(PORT KELANG W)[1天] → 巴生北(PORT KELANG N),清奈(CHENNAI)[2天] → 卡图帕里(KATTUPALLI)[6天] → 巴生北(PORT KELANG N)[1天] → 新加坡(SINGAPORE)[1天] → 巴西古单(PASIR GUDANG)[6天] → 高雄(KAOHSIUNG)[3天] → 青岛(QINGDAO),5天
青岛,明日数航船期查询中东印巴红海印巴印度清奈,0394861477235755cf7efd181e95c4b9,阿联酋(EFEI) | TSL(IFX2) | 外运集运(CIE) | 锦江航运(IFX2) | RCL(RFM1) | 长锦(SIS3) | 兴亚(SIS3) | SLS(FIX1),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[3天] → 深圳蛇口(SHEKOU)[9天] → 清奈(CHENNAI),维沙卡帕特南(VISAKHAPATNAM)[5天] → 巴生西(PORT KELANG W)[6天] → 深圳蛇口(SHEKOU)[5天] → 青岛(QINGDAO),3天
青岛,明日数航船期查询中东印巴红海印巴印度清奈,c02a79a56d1c52787035789b989ca752,SITC(FIE),天津(TIANJIN)[2天] → 青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[3天] → 深圳蛇口(SHEKOU)[9天] → 清奈(CHENNAI),维沙卡帕特南(VISAKHAPATNAM)[2天] → 霍尔迪亚(HALDIA)[4天] → 仰光(YANGON)[6天] → 胡志明福安港(HOCHIMINH--PHUOC AN)[6天] → 仁川(INCHON)[3天] → 天津(TIANJIN),3天
青岛,明日数航船期查询中东印巴红海印巴印度清奈,2f26d80d842cbb1ee4c90790fdd9b312,OOCL(FCS) | COSCO(FCS) | CMA(IEX) | TSL(IFX) | EMC(FME) | RCL(RFM3) | TRL(RFM3) | KMTC(FME),釜山(BUSAN)[2天] → 青岛(QINGDAO)[2天] → 上海(SHANGHAI)[3天] → 深圳蛇口(SHEKOU)[6天] → 新加坡(SINGAPORE)[2天] → 巴生西(PORT KELANG W),清奈(CHENNAI)[4天] → 维沙卡帕特南(VISAKHAPATNAM)[5天] → 巴生西(PORT KELANG W)[2天] → 新加坡(SINGAPORE)[5天] → 马尼拉北(MANILA N)[12天] → 釜山(BUSAN),6天
青岛,明日数航船期查询中东印巴红海印巴印度那瓦西瓦,8fdc733924f3832622027b1b2e2f9d80,MSC(SHIKRA),天津(TIANJIN)[2天] → 青岛(QINGDAO)[4天] → 上海(SHANGHAI)[1天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[5天] → 新加坡(SINGAPORE),那瓦西瓦(NHAVA SHEVA)[2天] → 蒙德拉(MUNDRA)[3天] → 卡拉奇SAPT港(KARACHI--SAPT)[9天] → 盖梅港(CAI MEP)[6天] → 宁波(NINGBO)[5天] → 天津(TIANJIN),9天
青岛,明日数航船期查询中东印巴红海印巴印度那瓦西瓦,e8083447ce75e3a9d79f5bbfddd028c4,EMC(CIX2) | UNIFEEDER(CIX) | 阿联酋(CIX2) | TSL(CIX2) | ONE(NCI),天津(TIANJIN)[2天] → 青岛(QINGDAO)[4天] → 高雄(KAOHSIUNG)[6天] → 新加坡(SINGAPORE)[1天] → 巴生西(PORT KELANG W)[8天] → 那瓦西瓦(NHAVA SHEVA),蒙德拉(MUNDRA)[6天] → 科伦坡(COLOMBO)[5天] → 巴生西(PORT KELANG W)[2天] → 新加坡(SINGAPORE)[11天] → 天津(TIANJIN),4天
青岛,明日数航船期查询中东印巴红海印巴印度那瓦西瓦,a650db0a9084d5bf746a12162b783cf6,KMTC(SPCIN),,,
青岛,明日数航船期查询中东印巴红海印巴印度那瓦西瓦,b119613138f7639e11656f06501fcdc6,IAL(ICI) | WHL(CI2) | COSCO(CI2) | RCL(RNI6),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[4天] → 广州南沙(NANSHA)[6天] → 巴生西(PORT KELANG W),巴生北(PORT KELANG N)[7天] → 那瓦西瓦(NHAVA SHEVA)[3天] → 科钦(COCHIN)[6天] → 巴生北(PORT KELANG N)[10天] → 青岛(QINGDAO),1天
青岛,明日数航船期查询中东印巴红海印巴印度那瓦西瓦,d58b21c6b40a494f1ea9399f5677065c,锦江航运(NWX) | KMTC(NWX) | MAERSK(FI3) | X-PRESS(NWX) | ONE(NPI) | 山东远洋(NWX) | MTT(NWX) | TRL(NWX),青岛(QINGDAO)[3天] → 天津(TIANJIN)[4天] → 釜山新港(BUSAN NEW PORT)[8天] → 丹戎帕拉帕斯(TANJUNG PELEPAS)[3天] → 巴生北(PORT KELANG N)[7天] → 那瓦西瓦(NHAVA SHEVA),皮帕瓦(PIPAVAV)[2天] → 蒙德拉(MUNDRA)[2天] → 卡拉奇SAPT港(KARACHI--SAPT)[10天] → 新加坡(SINGAPORE)[8天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询中东印巴红海印巴印度那瓦西瓦,fde220bf751818f705e32b85f4204f66,ZIM(CI4) | COSCO(AS1) | CMA(AS1) | OOCL(CPX3),青岛(QINGDAO)[3天] → 上海(SHANGHAI)[3天] → 宁波(NINGBO)[4天] → 深圳蛇口(SHEKOU)[6天] → 新加坡(SINGAPORE),那瓦西瓦(NHAVA SHEVA)[2天] → 蒙德拉(MUNDRA)[3天] → 卡拉奇SAPT港(KARACHI--SAPT)[10天] → 新加坡(SINGAPORE)[10天] → 青岛(QINGDAO),8天
青岛,明日数航船期查询中东印巴红海印巴印度那瓦西瓦,7dd77f4df02dde856ab26fe9ebd59613,X-PRESS(CWX2) | 亚海航运(CSX) | TRL(CSX) | PEAK(CWS2) | 中联航运(CSX) | RCL(RNI2) | 阿联酋(ECSX) | EMC(CIX8),青岛(QINGDAO)[4天] → 厦门(XIAMEN)[2天] → 广州南沙(NANSHA)[2天] → 深圳大铲湾(DA CHAN BAY)[5天] → 巴生西(PORT KELANG W),科伦坡(COLOMBO)[4天] → 那瓦西瓦(NHAVA SHEVA)[3天] → 蒙德拉(MUNDRA)[9天] → 巴生西(PORT KELANG W)[8天] → 青岛(QINGDAO),5天
青岛,明日数航船期查询中东印巴红海印巴印度那瓦西瓦,b3877fdb3351d8a786b7f153815b7e73,COSCO(AIS) | KMTC(AIS) | TSL(AIS) | 阿联酋(KCIS),青岛(QINGDAO)[2天] → 光阳(KWANGYANG)[1天] → 釜山新港(BUSAN NEW PORT)[2天] → 宁波(NINGBO)[3天] → 深圳蛇口(SHEKOU)[5天] → 新加坡(SINGAPORE)[2天] → 巴生西(PORT KELANG W),那瓦西瓦(NHAVA SHEVA)[3天] → 蒙德拉(MUNDRA)[2天] → 卡拉奇SAPT港(KARACHI--SAPT)[11天] → 巴生西(PORT KELANG W)[5天] → 香港(HONG KONG)[5天] → 青岛(QINGDAO),8天
青岛,明日数航船期查询非洲东非肯尼亚蒙巴萨,257128ae96eed00d5cee39c481ba98d5,ONE(EA3) | HPL(EA3) | ZIM(KYX) | PIL(EAS),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[2天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[5天] → 新加坡(SINGAPORE)[1天] → 巴生西(PORT KELANG W),蒙巴萨(MOMBASA)[14天] → 巴生西(PORT KELANG W)[1天] → 新加坡(SINGAPORE)[5天] → 广州南沙(NANSHA)[4天] → 青岛(QINGDAO),12天
青岛,明日数航船期查询非洲东非肯尼亚蒙巴萨,4ffafcf797fafcedad2dd132414f548a,RCL(REA) | BLPL(FAS) | 可达利(FAS) | GFS(FAS) | TSL(EAXSG) | EMC(AEF2) | IAL(IEA) | KMTC(EAX) | 阿联酋(EFAX),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[1天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[7天] → 巴生西(PORT KELANG W),达累斯萨拉姆(DAR ES SALAAM)[4天] → 蒙巴萨(MOMBASA)[14天] → 巴生西(PORT KELANG W)[9天] → 青岛(QINGDAO),16天
青岛,明日数航船期查询非洲东非肯尼亚蒙巴萨,0a669d4ffad56e3893d8f9fa10d9d6a8,CMA(ASEA2) | 中联航运(MFX) | BAL(MFX) | COSCO(EAX3) | 可达利(MFX) | EMC(AEF) | OOCL(EAX3),青岛(QINGDAO)[2天] → 上海(SHANGHAI)[1天] → 宁波(NINGBO)[3天] → 广州南沙(NANSHA)[6天] → 新加坡(SINGAPORE),巴生西(PORT KELANG W)[12天] → 蒙巴萨(MOMBASA)[14天] → 新加坡(SINGAPORE)[9天] → 青岛(QINGDAO),2天
青岛,明日数航船期查询东南亚新马越泰柬埔寨西哈努克,4632bdfcb27f4cf7be1f101fe765b54a,MAERSK(INTRA ASIA 9) | 锦江航运(IA9),仁川(INCHON)[2天] → 大连(DALIAN)[1天] → 天津(TIANJIN)[3天] → 青岛(QINGDAO)[4天] → 宁波(NINGBO)[6天] → 胡志明卡莱港(HOCHIMINH--CAT LAI)[2天] → 西哈努克(SIHANOUKVILLE),丹戎帕拉帕斯(TANJUNG PELEPAS)[2天] → 新加坡(SINGAPORE)[3天] → 胡志明SP ITC港(HOCHIMINH--SP ITC)[4天] → 香港(HONG KONG)[1天] → 广州南沙(NANSHA)[3天] → 仁川(INCHON),4天
青岛,明日数航船期查询拉丁美洲墨西哥墨西哥墨西哥曼萨尼约,53cea998684bfce35b29285c63081dc0,TSL(MEX) | 阿联酋(EMEX) | SLS(AMX) | RCL(RFL) | KMTC(AMX) | 长锦(SMX) | 外运集运(MEX),上海(SHANGHAI)[2天] → 青岛(QINGDAO)[2天] → 釜山(BUSAN),墨西哥曼萨尼约(MANZANILLO)[24天] → 上海(SHANGHAI),21天
青岛,明日数航船期查询拉丁美洲墨西哥墨西哥墨西哥曼萨尼约,3570922abe6794bf2926f4a4a76a3388,MSC(MEXICAS),宁波(NINGBO)[2天] → 上海(SHANGHAI)[4天] → 青岛(QINGDAO)[3天] → 釜山新港(BUSAN NEW PORT),拉萨罗卡德纳斯(LAZARO CARDENAS)[3天] → 墨西哥曼萨尼约(MANZANILLO)[5天] → 恩塞纳达(ENSENADA)[22天] → 宁波(NINGBO),17天
